ID,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,Nicotine,Semer,VSA
847,0.49788,Male,-0.61113,USA,White,0.91093,-1.6334,-1.42424,-0.15487,0.25953,-1.37983,-1.54858,CL6,CL0,CL0,CL5,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL6,CL0,CL0,CL0,CL0
848,-0.95197,Female,-0.05921,Canada,White,0.52135,-0.43999,-1.55521,1.11406,-0.65253,0.19268,-0.52593,CL2,CL6,CL0,CL0,CL5,CL2,CL6,CL2,CL0,CL3,CL0,CL0,CL0,CL0,CL0,CL2,CL6,CL0,CL0
849,-0.07854,Male,0.45468,USA,White,0.62967,-0.43999,0.29338,-1.92595,-0.89891,0.52975,0.7654,CL3,CL6,CL2,CL6,CL6,CL3,CL4,CL4,CL2,CL3,CL4,CL4,CL0,CL3,CL2,CL5,CL6,CL0,CL1
850,-0.95197,Male,-1.22751,USA,White,0.52135,0.63779,1.06238,-1.07533,-0.40581,1.29221,1.2247,CL6,CL6,CL0,CL6,CL6,CL6,CL6,CL3,CL3,CL2,CL0,CL0,CL0,CL3,CL0,CL5,CL3,CL0,CL2
851,1.82213,Male,1.16365,USA,White,-1.69163,0.00332,1.24033,1.2861,0.41594,0.19268,0.07987,CL4,CL0,CL0,CL0,CL6,CL6,CL6,CL1,CL0,CL0,CL0,CL0,CL2,CL1,CL0,CL3,CL0,CL0,CL0
852,-0.95197,Male,1.16365,Other,White,0.41667,-0.94779,0.44585,-0.30172,0.41594,0.19268,0.40148,CL5,CL0,CL2,CL0,CL6,CL5,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL6,CL0,CL1
853,-0.95197,Male,-0.61113,USA,White,-0.79151,1.45421,1.43533,0.94156,0.12331,0.52975,0.07987,CL0,CL2,CL0,CL0,CL6,CL6,CL6,CL0,CL0,CL3,CL0,CL0,CL3,CL3,CL3,CL4,CL0,CL0,CL0
854,-0.07854,Male,0.45468,USA,White,0.73545,0.16767,-1.42424,-1.21213,-1.25773,0.19268,1.2247,CL2,CL2,CL0,CL2,CL6,CL2,CL6,CL2,CL2,CL2,CL2,CL2,CL3,CL2,CL2,CL2,CL3,CL0,CL2
855,-0.95197,Male,-0.61113,USA,White,0.04257,0.00332,1.43533,0.13136,-0.27607,0.19268,0.07987,CL5,CL5,CL0,CL6,CL6,CL6,CL5,CL2,CL0,CL2,CL2,CL2,CL3,CL2,CL4,CL2,CL3,CL0,CL0
856,-0.95197,Female,-0.61113,USA,White,-0.34799,0.16767,-0.01928,-0.15487,-1.0145,1.29221,0.7654,CL5,CL0,CL0,CL0,CL6,CL4,CL6,CL0,CL0,CL3,CL0,CL0,CL0,CL3,CL2,CL3,CL4,CL0,CL0
857,-0.95197,Male,-1.7379,Canada,Mixed-White/Black,0.52135,0.80523,0.58331,-1.07533,-1.13788,0.52975,1.2247,CL5,CL4,CL2,CL3,CL5,CL5,CL5,CL5,CL4,CL3,CL5,CL2,CL0,CL2,CL4,CL2,CL6,CL0,CL1
858,-0.07854,Male,-0.61113,UK,White,-1.05308,0.47617,1.88511,1.61108,0.41594,-0.21712,0.07987,CL2,CL3,CL2,CL0,CL2,CL6,CL2,CL2,CL0,CL3,CL0,CL3,CL3,CL3,CL0,CL3,CL6,CL0,CL0
859,-0.95197,Male,-0.05921,USA,Mixed-White/Asian,0.52135,1.2861,-0.17779,0.59042,2.04506,0.88113,1.2247,CL5,CL5,CL0,CL3,CL4,CL5,CL6,CL5,CL0,CL3,CL3,CL3,CL0,CL2,CL6,CL3,CL6,CL0,CL0
860,-0.07854,Male,-1.43719,Canada,White,1.37297,-0.80615,-0.45174,-1.92595,-1.64101,0.19268,-0.52593,CL4,CL6,CL3,CL6,CL6,CL4,CL6,CL5,CL5,CL4,CL6,CL4,CL0,CL2,CL6,CL3,CL6,CL0,CL0
861,-0.95197,Male,-0.61113,USA,White,-1.05308,2.32338,1.06238,-0.15487,0.93949,0.88113,0.7654,CL5,CL5,CL0,CL4,CL6,CL6,CL4,CL3,CL0,CL5,CL0,CL0,CL4,CL0,CL3,CL3,CL4,CL0,CL0
862,-0.95197,Female,-0.61113,Other,Asian,1.02119,-1.23177,1.06238,-1.07533,-1.25773,2.90161,0.40148,CL3,CL6,CL0,CL6,CL4,CL2,CL5,CL2,CL0,CL2,CL2,CL2,CL2,CL2,CL0,CL0,CL6,CL0,CL0
863,-0.07854,Male,-0.61113,Other,White,0.62967,0.80523,1.06238,-0.45321,-1.78169,1.29221,0.7654,CL6,CL0,CL0,CL0,CL6,CL6,CL6,CL0,CL0,CL3,CL0,CL2,CL5,CL2,CL0,CL2,CL6,CL0,CL0
864,-0.95197,Male,0.45468,UK,White,0.04257,-0.15487,-0.17779,-0.60633,-0.40581,1.86203,1.2247,CL6,CL2,CL2,CL2,CL3,CL6,CL4,CL4,CL2,CL2,CL0,CL2,CL2,CL4,CL2,CL2,CL4,CL0,CL0
865,-0.95197,Male,-0.61113,Canada,White,-1.86962,1.2861,2.15324,0.76096,0.93949,-0.71126,0.07987,CL0,CL0,CL0,CL0,CL5,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL3,CL5,CL2,CL3,CL5,CL0,CL0
866,-0.95197,Male,-0.61113,Republic of Ireland,White,1.60383,-0.57545,-0.17779,-1.6209,-0.65253,-0.71126,0.7654,CL6,CL1,CL4,CL4,CL6,CL6,CL5,CL4,CL0,CL3,CL0,CL0,CL6,CL1,CL3,CL2,CL6,CL0,CL1
867,-0.95197,Female,-0.61113,USA,White,-0.14882,1.11406,-0.58331,-0.60633,-0.78155,0.88113,0.07987,CL5,CL0,CL0,CL0,CL6,CL4,CL5,CL0,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
868,-0.95197,Male,-0.61113,Canada,White,0.41667,-1.09207,0.58331,0.59042,-0.78155,0.19268,-0.21575,CL5,CL5,CL0,CL5,CL2,CL4,CL4,CL4,CL0,CL3,CL0,CL3,CL5,CL2,CL4,CL3,CL5,CL0,CL0
869,-0.95197,Female,-0.61113,USA,White,-0.05188,1.2861,1.43533,0.76096,2.04506,0.52975,1.2247,CL6,CL3,CL0,CL0,CL6,CL6,CL4,CL0,CL0,CL6,CL0,CL0,CL3,CL0,CL0,CL0,CL6,CL0,CL0
870,-0.95197,Female,-0.61113,USA,White,-1.32828,0.32197,0.7233,0.94156,1.63088,-0.71126,0.40148,CL5,CL3,CL0,CL0,CL5,CL5,CL4,CL0,CL0,CL2,CL0,CL0,CL3,CL3,CL4,CL4,CL4,CL0,CL0
871,1.09449,Male,-0.05921,UK,White,1.60383,-0.69509,0.88309,-0.30172,-1.78169,1.29221,1.92173,CL3,CL1,CL2,CL2,CL6,CL3,CL6,CL2,CL0,CL2,CL1,CL2,CL3,CL1,CL1,CL1,CL6,CL0,CL0
872,-0.07854,Male,0.45468,USA,White,0.91093,-0.80615,1.06238,-0.45321,1.13407,0.88113,1.92173,CL6,CL2,CL2,CL2,CL6,CL2,CL6,CL2,CL1,CL2,CL2,CL2,CL2,CL4,CL2,CL4,CL3,CL0,CL0
873,-0.95197,Male,1.16365,USA,White,0.22393,1.58487,0.14143,-1.6209,-1.0145,0.52975,0.40148,CL5,CL4,CL0,CL5,CL6,CL5,CL6,CL4,CL0,CL4,CL0,CL0,CL5,CL0,CL6,CL0,CL6,CL0,CL4
874,-0.07854,Female,1.16365,USA,White,-0.67825,-0.43999,-0.01928,0.59042,-0.27607,-0.71126,-0.84637,CL5,CL0,CL0,CL2,CL6,CL5,CL5,CL2,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL2,CL2,CL0,CL0
875,-0.95197,Female,-0.61113,UK,White,1.49158,-1.7625,0.14143,-0.76096,-2.42317,-0.71126,-2.07848,CL4,CL0,CL0,CL2,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
876,-0.07854,Female,1.16365,USA,White,0.22393,-1.09207,-0.58331,0.28783,-1.0145,0.52975,-0.21575,CL5,CL6,CL2,CL5,CL6,CL3,CL4,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL3,CL6,CL0,CL0
877,-0.95197,Female,-0.61113,USA,Other,0.73545,0.32197,1.43533,-0.01729,-0.78155,1.86203,1.92173,CL5,CL6,CL0,CL4,CL6,CL6,CL6,CL3,CL0,CL5,CL0,CL0,CL4,CL5,CL0,CL4,CL6,CL0,CL3
878,0.49788,Male,-0.05921,USA,Other,1.23461,-2.11437,0.7233,-1.92595,-0.40581,2.90161,0.7654,CL3,CL5,CL1,CL2,CL5,CL4,CL5,CL2,CL2,CL0,CL4,CL0,CL6,CL1,CL6,CL1,CL1,CL0,CL0
879,-0.07854,Male,-0.61113,Australia,White,-0.92104,0.47617,0.7233,0.43852,-2.18109,1.86203,1.92173,CL5,CL3,CL0,CL0,CL5,CL4,CL6,CL0,CL0,CL4,CL0,CL2,CL6,CL0,CL0,CL0,CL2,CL0,CL0
880,-0.95197,Female,0.45468,USA,White,-0.58016,1.45421,0.88309,-0.01729,0.12331,0.88113,0.40148,CL5,CL3,CL0,CL0,CL6,CL6,CL5,CL3,CL0,CL4,CL0,CL0,CL0,CL3,CL0,CL5,CL5,CL0,CL0
881,-0.07854,Male,1.16365,USA,White,1.23461,0.00332,-0.31776,-0.15487,-0.14277,1.29221,0.7654,CL6,CL6,CL2,CL6,CL6,CL3,CL3,CL2,CL0,CL2,CL0,CL0,CL2,CL0,CL3,CL3,CL3,CL0,CL0
882,-0.95197,Female,-2.43591,USA,White,0.62967,-0.15487,0.88309,-0.45321,-1.38502,0.19268,1.92173,CL5,CL4,CL0,CL4,CL5,CL6,CL5,CL5,CL0,CL5,CL4,CL4,CL4,CL4,CL4,CL4,CL5,CL0,CL3
883,0.49788,Male,-0.61113,USA,White,1.60383,-1.09207,0.29338,-0.60633,-0.78155,1.86203,0.40148,CL4,CL6,CL1,CL2,CL6,CL4,CL6,CL1,CL5,CL1,CL3,CL0,CL0,CL1,CL6,CL1,CL1,CL0,CL1
884,-0.07854,Female,-0.61113,USA,White,-1.1943,1.45421,1.24033,-0.91699,-0.14277,0.52975,1.2247,CL2,CL2,CL0,CL2,CL6,CL2,CL5,CL2,CL2,CL0,CL2,CL2,CL2,CL2,CL3,CL2,CL2,CL0,CL2
885,-0.95197,Male,-0.61113,USA,White,0.04257,1.2861,0.7233,0.28783,-0.65253,0.19268,0.7654,CL6,CL3,CL0,CL4,CL6,CL6,CL4,CL3,CL0,CL3,CL2,CL0,CL3,CL3,CL3,CL2,CL6,CL0,CL0
886,-0.95197,Male,-0.61113,USA,Other,1.49158,0.00332,0.29338,0.76096,-0.14277,-0.21712,0.7654,CL5,CL6,CL4,CL6,CL6,CL5,CL4,CL0,CL0,CL3,CL0,CL0,CL6,CL0,CL0,CL0,CL5,CL0,CL4
887,-0.07854,Male,-0.61113,Other,White,1.02119,-2.72827,0.14143,-0.01729,-0.14277,0.19268,0.07987,CL4,CL2,CL0,CL5,CL6,CL5,CL5,CL0,CL0,CL2,CL0,CL0,CL5,CL2,CL0,CL4,CL6,CL0,CL0
888,-0.95197,Male,0.45468,UK,White,0.41667,-0.43999,0.14143,-0.30172,-0.00665,0.88113,0.40148,CL4,CL0,CL3,CL0,CL6,CL5,CL5,CL0,CL0,CL5,CL0,CL0,CL2,CL0,CL0,CL3,CL4,CL0,CL0
889,-0.95197,Male,0.45468,UK,White,-0.46725,2.57309,0.7233,1.45039,0.12331,0.19268,1.2247,CL6,CL3,CL2,CL4,CL6,CL5,CL5,CL4,CL0,CL4,CL0,CL5,CL4,CL4,CL0,CL4,CL0,CL0,CL0
890,-0.95197,Female,-0.61113,USA,White,-1.05308,1.45421,1.65653,1.81866,-0.78155,0.19268,-0.52593,CL5,CL0,CL0,CL0,CL5,CL6,CL4,CL2,CL0,CL4,CL0,CL0,CL2,CL3,CL0,CL3,CL2,CL0,CL0
891,-0.95197,Female,-0.61113,USA,White,0.41667,0.80523,1.24033,1.11406,0.58489,-0.71126,0.07987,CL5,CL0,CL0,CL0,CL4,CL4,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL3,CL0,CL0,CL0
892,-0.95197,Male,-0.61113,USA,Other,0.13606,0.96248,1.06238,0.59042,0.58489,-0.71126,0.7654,CL4,CL3,CL3,CL3,CL6,CL4,CL5,CL4,CL0,CL4,CL0,CL0,CL3,CL4,CL0,CL3,CL4,CL0,CL3
893,-0.07854,Male,-0.61113,Republic of Ireland,White,-1.55078,2.127,0.88309,-0.01729,0.93949,-0.21712,0.40148,CL5,CL6,CL2,CL6,CL6,CL5,CL5,CL4,CL2,CL4,CL3,CL5,CL0,CL3,CL3,CL4,CL6,CL0,CL1
894,-0.07854,Male,-0.61113,Other,White,0.13606,-0.43999,-1.82919,-2.35413,-0.14277,0.52975,0.7654,CL3,CL3,CL0,CL0,CL4,CL2,CL5,CL3,CL0,CL3,CL0,CL0,CL3,CL3,CL0,CL0,CL3,CL0,CL0
895,-0.07854,Male,-0.61113,USA,White,1.02119,-1.50796,0.29338,-3.00537,-1.5184,1.29221,1.92173,CL4,CL4,CL2,CL4,CL6,CL4,CL4,CL2,CL2,CL2,CL2,CL2,CL4,CL4,CL3,CL4,CL2,CL0,CL5
896,-0.07854,Female,-1.43719,UK,White,3.27393,-2.11437,-0.84732,-1.07533,-2.30408,0.52975,-1.18084,CL6,CL3,CL2,CL2,CL6,CL3,CL4,CL2,CL0,CL2,CL1,CL0,CL6,CL0,CL0,CL2,CL2,CL0,CL3
897,-0.95197,Male,-0.61113,Other,White,-1.43907,-1.7625,-0.01928,-2.35413,-0.27607,0.52975,0.7654,CL5,CL3,CL0,CL3,CL3,CL3,CL4,CL0,CL0,CL0,CL0,CL0,CL3,CL3,CL0,CL3,CL5,CL0,CL2
898,-0.95197,Female,-0.05921,UK,White,-1.86962,-0.30033,0.14143,0.13136,-0.65253,-0.71126,0.07987,CL4,CL2,CL3,CL0,CL6,CL6,CL6,CL3,CL0,CL3,CL0,CL2,CL3,CL0,CL0,CL0,CL6,CL0,CL0
899,-0.07854,Male,1.16365,USA,White,-0.79151,1.11406,-0.17779,0.13136,0.41594,-0.21712,0.07987,CL5,CL4,CL3,CL6,CL6,CL6,CL6,CL3,CL2,CL4,CL0,CL3,CL4,CL5,CL0,CL3,CL6,CL0,CL2
900,-0.07854,Male,0.45468,USA,White,1.8399,-0.30033,-0.45174,-0.45321,-1.0145,1.86203,1.92173,CL6,CL0,CL0,CL0,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL0,CL6,CL0,CL0
901,-0.95197,Female,-0.61113,USA,White,1.8399,-0.94779,-0.97631,-0.91699,-1.0145,2.90161,1.92173,CL6,CL0,CL0,CL0,CL6,CL4,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL3
902,-0.95197,Male,0.45468,Canada,White,-2.52197,1.74091,-1.55521,-3.46436,-0.14277,0.52975,1.2247,CL5,CL6,CL4,CL6,CL6,CL4,CL5,CL5,CL5,CL4,CL4,CL5,CL5,CL2,CL5,CL3,CL6,CL0,CL0
903,-0.95197,Male,-0.61113,UK,Black,0.04257,-0.94779,0.44585,-0.60633,-0.89891,0.52975,1.2247,CL5,CL0,CL0,CL2,CL6,CL5,CL6,CL0,CL0,CL4,CL0,CL0,CL6,CL0,CL0,CL0,CL6,CL0,CL0
904,-0.07854,Female,1.16365,USA,White,0.22393,-0.69509,0.29338,-0.60633,-1.13788,0.52975,0.40148,CL6,CL2,CL0,CL2,CL5,CL4,CL5,CL2,CL2,CL2,CL6,CL2,CL0,CL2,CL3,CL2,CL6,CL0,CL2
905,-0.95197,Male,-1.22751,USA,White,-0.05188,0.96248,-0.01928,0.43852,-0.65253,0.88113,1.2247,CL4,CL6,CL4,CL4,CL6,CL6,CL5,CL3,CL0,CL3,CL3,CL0,CL4,CL3,CL6,CL4,CL6,CL0,CL0
906,0.49788,Female,0.45468,USA,White,1.02119,-0.30033,1.06238,-1.07533,0.41594,-1.37983,-0.84637,CL6,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL3,CL0,CL1,CL0,CL0
907,-0.95197,Male,-0.61113,USA,White,1.37297,-0.15487,-0.17779,-2.35413,-1.13788,0.88113,0.40148,CL2,CL3,CL0,CL6,CL6,CL6,CL6,CL5,CL0,CL4,CL6,CL0,CL3,CL4,CL5,CL3,CL2,CL0,CL0
908,-0.07854,Male,-0.05921,Other,White,0.41667,0.32197,0.14143,-0.01729,2.04506,-0.71126,-0.52593,CL5,CL2,CL2,CL0,CL6,CL6,CL6,CL2,CL0,CL3,CL0,CL0,CL0,CL3,CL0,CL2,CL3,CL0,CL1
909,0.49788,Male,0.45468,Australia,White,-1.32828,0.32197,-0.71727,-1.34289,0.41594,0.52975,1.2247,CL4,CL5,CL2,CL0,CL6,CL1,CL5,CL3,CL0,CL0,CL0,CL0,CL1,CL3,CL0,CL0,CL0,CL0,CL0
910,-0.95197,Male,-0.61113,USA,Other,-0.24649,0.00332,-0.31776,0.76096,-0.78155,-1.37983,1.92173,CL5,CL4,CL0,CL4,CL6,CL6,CL4,CL3,CL0,CL3,CL0,CL0,CL3,CL3,CL3,CL4,CL6,CL0,CL0
911,-0.95197,Male,0.45468,USA,White,0.13606,0.63779,-0.01928,-1.34289,-0.00665,0.88113,0.7654,CL5,CL5,CL3,CL6,CL4,CL5,CL5,CL3,CL0,CL0,CL3,CL0,CL0,CL3,CL6,CL2,CL0,CL0,CL0
912,-0.07854,Female,-0.61113,USA,Other,1.37297,0.47617,1.06238,-0.91699,-1.78169,1.86203,1.2247,CL6,CL0,CL0,CL6,CL3,CL6,CL5,CL3,CL0,CL5,CL0,CL0,CL3,CL3,CL4,CL2,CL3,CL0,CL0
913,-0.95197,Female,-0.61113,USA,White,2.127,-2.72827,-1.97495,-0.01729,-1.38502,0.52975,-0.84637,CL4,CL4,CL0,CL4,CL5,CL4,CL5,CL4,CL0,CL3,CL5,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0
914,-0.95197,Male,-0.61113,USA,White,0.73545,-1.37639,-0.71727,-1.34289,-0.78155,-0.21712,0.7654,CL4,CL0,CL0,CL2,CL6,CL5,CL4,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0,CL0,CL4,CL0,CL0
915,0.49788,Male,0.45468,USA,White,0.31287,-1.50796,-1.68062,-1.6209,0.7583,-0.71126,0.40148,CL3,CL0,CL0,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0,CL0,CL0
916,-0.95197,Female,-0.61113,USA,White,-1.1943,2.32338,1.24033,0.94156,0.93949,0.19268,0.7654,CL5,CL0,CL0,CL0,CL6,CL6,CL3,CL0,CL0,CL5,CL0,CL0,CL0,CL4,CL0,CL0,CL5,CL0,CL0
917,-0.07854,Female,-1.43719,USA,White,2.28554,-2.5383,-0.58331,-2.21844,-3.15735,1.86203,1.2247,CL5,CL4,CL0,CL5,CL6,CL6,CL6,CL3,CL1,CL1,CL0,CL0,CL2,CL0,CL5,CL1,CL6,CL0,CL0
918,-0.95197,Male,-1.22751,USA,Mixed-White/Black,0.22393,0.00332,-0.01928,-0.45321,0.93949,-0.71126,-0.21575,CL6,CL6,CL0,CL4,CL5,CL4,CL5,CL0,CL0,CL2,CL3,CL0,CL6,CL2,CL6,CL2,CL4,CL0,CL0
919,-0.07854,Male,-1.7379,USA,White,0.41667,-0.15487,-0.17779,-0.15487,-0.52745,0.19268,0.7654,CL4,CL3,CL0,CL3,CL3,CL3,CL6,CL2,CL3,CL2,CL4,CL2,CL3,CL0,CL3,CL0,CL2,CL0,CL0
920,-0.95197,Female,-0.61113,USA,White,1.72012,-1.6334,-0.17779,1.61108,0.41594,0.52975,1.2247,CL3,CL0,CL0,CL0,CL6,CL4,CL6,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0,CL0,CL3,CL0,CL0
921,-0.95197,Male,-1.22751,Canada,White,0.22393,1.45421,2.15324,-0.30172,-1.0145,1.86203,1.92173,CL6,CL4,CL2,CL3,CL6,CL6,CL4,CL5,CL0,CL5,CL5,CL4,CL3,CL5,CL3,CL5,CL6,CL0,CL0
922,0.49788,Male,1.16365,UK,White,-0.24649,-0.30033,-0.71727,-0.76096,0.12331,1.29221,0.07987,CL5,CL0,CL0,CL5,CL6,CL2,CL6,CL0,CL0,CL0,CL1,CL0,CL3,CL0,CL3,CL2,CL6,CL0,CL0
923,-0.95197,Male,-0.61113,Other,White,-1.1943,0.47617,1.06238,-1.34289,0.41594,-0.21712,1.2247,CL6,CL4,CL0,CL2,CL4,CL6,CL6,CL3,CL0,CL4,CL0,CL3,CL4,CL4,CL3,CL4,CL6,CL0,CL3
924,-0.95197,Male,-2.43591,Australia,White,0.13606,-0.30033,-0.01928,0.43852,-1.13788,-0.21712,0.40148,CL3,CL4,CL0,CL2,CL6,CL6,CL6,CL2,CL2,CL2,CL0,CL0,CL4,CL5,CL6,CL3,CL6,CL0,CL2
925,-0.95197,Male,-0.61113,USA,White,-1.1943,-1.37639,-0.71727,-1.21213,-1.13788,0.19268,-0.21575,CL3,CL0,CL0,CL0,CL6,CL4,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0,CL0
926,-0.07854,Male,-1.22751,USA,White,1.23461,-1.23177,-2.39883,-1.07533,-0.78155,1.29221,-0.21575,CL3,CL0,CL0,CL3,CL6,CL3,CL5,CL2,CL3,CL2,CL2,CL2,CL4,CL0,CL6,CL2,CL6,CL0,CL3
927,-0.95197,Male,-1.7379,USA,White,1.02119,-1.50796,0.29338,0.13136,-0.89891,0.52975,0.07987,CL3,CL3,CL0,CL3,CL6,CL6,CL5,CL3,CL2,CL2,CL3,CL3,CL5,CL3,CL6,CL0,CL6,CL0,CL2
928,-0.95197,Male,-0.05921,USA,White,-0.79151,1.2861,0.58331,1.11406,-0.65253,-0.21712,0.7654,CL5,CL2,CL0,CL0,CL5,CL6,CL4,CL0,CL0,CL3,CL0,CL0,CL3,CL4,CL0,CL5,CL5,CL0,CL2
929,-0.07854,Male,-0.61113,USA,White,0.22393,-1.23177,0.88309,-0.76096,-0.27607,-0.21712,0.7654,CL5,CL0,CL0,CL3,CL5,CL5,CL6,CL1,CL0,CL2,CL0,CL0,CL3,CL2,CL3,CL4,CL2,CL0,CL2
930,-0.07854,Male,-0.61113,USA,White,-0.58016,1.45421,1.65653,1.61108,0.58489,0.19268,1.2247,CL4,CL1,CL0,CL3,CL6,CL6,CL5,CL0,CL0,CL3,CL0,CL0,CL3,CL0,CL0,CL3,CL6,CL0,CL0
931,-0.95197,Female,-0.61113,UK,Other,-0.24649,0.96248,0.7233,0.28783,-0.27607,0.52975,0.07987,CL4,CL5,CL4,CL3,CL6,CL6,CL5,CL4,CL0,CL4,CL0,CL3,CL0,CL0,CL0,CL0,CL6,CL0,CL2
932,0.49788,Male,-1.7379,UK,White,-0.67825,-0.69509,-0.58331,0.13136,-0.65253,-1.37983,-0.84637,CL3,CL2,CL3,CL0,CL6,CL6,CL6,CL2,CL0,CL3,CL0,CL2,CL0,CL1,CL0,CL0,CL3,CL0,CL0
933,-0.07854,Female,0.45468,Australia,White,0.73545,-0.69509,1.24033,0.94156,0.41594,0.52975,0.7654,CL4,CL2,CL0,CL1,CL6,CL2,CL5,CL1,CL0,CL1,CL1,CL4,CL2,CL2,CL0,CL2,CL6,CL0,CL0
934,-0.95197,Female,-1.43719,USA,White,1.13281,-1.92173,-0.01928,1.11406,-0.78155,-0.21712,1.92173,CL3,CL2,CL0,CL6,CL6,CL3,CL6,CL2,CL2,CL2,CL4,CL0,CL6,CL2,CL6,CL2,CL6,CL0,CL2
935,-0.95197,Female,0.45468,UK,White,-0.24649,0.00332,1.06238,0.59042,2.04506,-0.71126,-0.52593,CL5,CL0,CL0,CL0,CL6,CL3,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
936,-0.95197,Female,-0.61113,USA,White,-1.32828,1.11406,1.24033,0.28783,-0.78155,1.86203,1.92173,CL5,CL3,CL3,CL4,CL5,CL6,CL4,CL5,CL3,CL3,CL4,CL3,CL3,CL3,CL2,CL4,CL6,CL0,CL2
937,-0.95197,Female,-0.61113,USA,White,2.28554,-0.69509,0.29338,0.13136,-0.78155,0.52975,0.7654,CL4,CL0,CL0,CL0,CL6,CL5,CL6,CL2,CL0,CL5,CL0,CL0,CL3,CL4,CL2,CL4,CL5,CL0,CL0
938,-0.95197,Male,-0.05921,UK,White,0.41667,1.2861,1.06238,-0.01729,-0.40581,0.52975,0.07987,CL3,CL5,CL2,CL5,CL5,CL5,CL6,CL3,CL0,CL5,CL0,CL3,CL5,CL5,CL2,CL4,CL5,CL0,CL0
939,-0.95197,Male,-0.61113,Other,White,-0.05188,0.32197,0.58331,0.59042,-0.89891,0.88113,1.2247,CL6,CL0,CL0,CL0,CL5,CL6,CL4,CL4,CL0,CL4,CL0,CL3,CL3,CL3,CL0,CL3,CL6,CL0,CL0
940,-0.95197,Female,0.45468,UK,White,0.31287,0.32197,-0.01928,-0.60633,0.7583,-0.71126,0.40148,CL5,CL0,CL2,CL0,CL5,CL6,CL6,CL3,CL0,CL3,CL0,CL3,CL3,CL3,CL0,CL0,CL5,CL0,CL0
941,-0.95197,Male,-0.61113,Other,White,0.41667,-0.43999,1.06238,-1.47955,-0.14277,-0.21712,0.7654,CL6,CL0,CL0,CL0,CL3,CL4,CL4,CL0,CL0,CL0,CL0,CL0,CL4,CL4,CL0,CL3,CL3,CL0,CL0
942,-0.07854,Female,-1.22751,Other,White,0.91093,1.2861,1.06238,-0.76096,1.46191,0.19268,0.40148,CL5,CL3,CL4,CL0,CL5,CL5,CL5,CL2,CL0,CL2,CL0,CL0,CL3,CL4,CL2,CL3,CL6,CL0,CL1
943,-0.07854,Male,-0.05921,USA,Other,-0.46725,2.32338,2.44904,1.2861,1.30612,-0.21712,0.40148,CL4,CL2,CL0,CL3,CL5,CL6,CL4,CL4,CL2,CL5,CL0,CL5,CL4,CL6,CL0,CL6,CL6,CL0,CL2
944,-0.95197,Female,-0.61113,USA,Mixed-White/Asian,1.60383,-0.80615,0.58331,0.43852,-1.13788,0.88113,0.7654,CL3,CL3,CL0,CL6,CL6,CL6,CL6,CL6,CL0,CL2,CL4,CL0,CL0,CL2,CL3,CL2,CL0,CL0,CL0
945,-0.07854,Female,1.16365,USA,White,1.02119,-0.30033,0.44585,0.76096,-1.25773,1.29221,0.7654,CL3,CL2,CL0,CL6,CL6,CL3,CL6,CL2,CL2,CL3,CL3,CL0,CL0,CL2,CL3,CL2,CL6,CL0,CL0
946,-0.95197,Female,-0.61113,USA,White,-0.34799,-1.09207,-0.58331,1.45039,-0.89891,-0.71126,-1.54858,CL4,CL0,CL0,CL0,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL6,CL0,CL0
947,-0.95197,Male,-1.22751,USA,White,-0.67825,-0.30033,-1.11902,-0.76096,-1.5184,0.88113,-0.21575,CL4,CL6,CL0,CL3,CL6,CL6,CL4,CL3,CL0,CL6,CL0,CL0,CL3,CL4,CL3,CL4,CL5,CL0,CL2
